site_id,timestamp,level_m,flow_lps,pressure_bar,pump_status,source_system
SR001,2026-01-01 11:00:00,1.33,33.75,1.89,AUTO,synthetic_scada
SR001,2026-01-01 11:15:00,1.21,29.52,2.97,AUTO,synthetic_scada
SR001,2026-01-01 11:30:00,1.31,34.76,2.42,AUTO,synthetic_scada
SR001,2026-01-01 11:45:00,1.44,35.79,2.62,AUTO,synthetic_scada
SR001,2026-01-01 12:00:00,1.49,19.4,2.59,AUTO,synthetic_scada
SR001,2026-01-01 12:15:00,1.52,28.59,2.63,AUTO,synthetic_scada
SR001,2026-01-01 12:30:00,1.37,30.93,2.47,AUTO,synthetic_scada
SR001,2026-01-01 12:45:00,0.99,34.41,2.73,AUTO,synthetic_scada
SR001,2026-01-01 13:00:00,1.11,34.04,2.4,AUTO,synthetic_scada
SR001,2026-01-01 13:15:00,1.6,26.02,2.36,AUTO,synthetic_scada
SR001,2026-01-01 13:30:00,1.59,38.36,2.58,AUTO,synthetic_scada
SR001,2026-01-01 13:45:00,1.31,28.79,2.44,AUTO,synthetic_scada
SR001,2026-01-01 14:00:00,1.44,34.92,2.74,AUTO,synthetic_scada
SR001,2026-01-01 14:15:00,1.61,24.09,2.23,AUTO,synthetic_scada
SR001,2026-01-01 14:30:00,1.51,33.62,2.88,AUTO,synthetic_scada
SR001,2026-01-01 14:45:00,1.48,37.91,2.5,AUTO,synthetic_scada
SR001,2026-01-01 15:00:00,1.45,32.74,3.24,AUTO,synthetic_scada
SR001,2026-01-01 15:15:00,1.4,28.02,2.53,AUTO,synthetic_scada
SR001,2026-01-01 15:30:00,1.43,38.4,2.18,AUTO,synthetic_scada
SR001,2026-01-01 15:45:00,1.65,33.75,2.88,AUTO,synthetic_scada
SR001,2026-01-01 16:00:00,1.18,28.95,2.6,AUTO,synthetic_scada
SR001,2026-01-01 16:15:00,1.66,29.58,2.86,AUTO,synthetic_scada
SR001,2026-01-01 16:30:00,1.52,38.86,1.89,AUTO,synthetic_scada
SR001,2026-01-01 16:45:00,1.52,29.04,2.41,AUTO,synthetic_scada
SR001,2026-01-01 17:00:00,1.51,31.09,2.84,AUTO,synthetic_scada
SR001,2026-01-01 17:15:00,1.62,40.17,2.47,AUTO,synthetic_scada
SR001,2026-01-01 17:30:00,1.43,25.81,2.88,AUTO,synthetic_scada
SR001,2026-01-01 17:45:00,1.26,25.87,2.68,AUTO,synthetic_scada
SR001,2026-01-01 18:00:00,1.5,27.25,2.55,AUTO,synthetic_scada
SR001,2026-01-01 18:15:00,1.53,28.84,2.75,AUTO,synthetic_scada
SR001,2026-01-01 18:30:00,1.61,39.27,3.02,AUTO,synthetic_scada
SR001,2026-01-01 18:45:00,1.42,30.88,2.5,AUTO,synthetic_scada
SR001,2026-01-01 19:00:00,1.57,29.43,2.55,AUTO,synthetic_scada
SR001,2026-01-01 19:15:00,1.59,30.21,2.63,AUTO,synthetic_scada
SR001,2026-01-01 19:30:00,1.59,18.44,2.88,AUTO,synthetic_scada
SR001,2026-01-01 19:45:00,1.22,23.14,2.81,AUTO,synthetic_scada
SR001,2026-01-01 20:00:00,1.44,30.76,2.28,AUTO,synthetic_scada
SR001,2026-01-01 20:15:00,1.37,31.78,2.2,AUTO,synthetic_scada
SR001,2026-01-01 20:30:00,1.51,34.21,2.43,AUTO,synthetic_scada
SR001,2026-01-01 20:45:00,1.5,33.93,2.69,AUTO,synthetic_scada
SR001,2026-01-01 21:00:00,1.64,39.8,2.52,AUTO,synthetic_scada
SR001,2026-01-01 21:15:00,1.3,30.85,2.89,AUTO,synthetic_scada
SR001,2026-01-01 21:30:00,1.41,34.59,2.51,AUTO,synthetic_scada
SR001,2026-01-01 21:45:00,1.23,24.34,2.87,AUTO,synthetic_scada
SR001,2026-01-01 22:00:00,1.41,39.51,2.21,AUTO,synthetic_scada
SR001,2026-01-01 22:15:00,1.46,35.42,2.8,AUTO,synthetic_scada
SR001,2026-01-01 22:30:00,1.3,27.28,2.47,AUTO,synthetic_scada
SR001,2026-01-01 22:45:00,1.38,32.6,2.13,AUTO,synthetic_scada
SR001,2026-01-01 23:00:00,1.17,36.87,2.72,AUTO,synthetic_scada
SR001,2026-01-01 23:15:00,1.26,32.7,2.97,AUTO,synthetic_scada
SR001,2026-01-01 23:30:00,1.37,37.42,2.93,AUTO,synthetic_scada
SR001,2026-01-01 23:45:00,1.29,37.87,2.38,AUTO,synthetic_scada
SR002,2026-01-01 00:00:00,1.35,34.72,2.84,AUTO,synthetic_scada
SR002,2026-01-01 00:15:00,1.38,31.94,2.24,AUTO,synthetic_scada
SR002,2026-01-01 00:30:00,1.3,28.53,2.35,AUTO,synthetic_scada
SR002,2026-01-01 00:45:00,1.3,33.19,2.51,AUTO,synthetic_scada
SR002,2026-01-01 01:00:00,1.35,32.43,2.76,AUTO,synthetic_scada
SR002,2026-01-01 01:15:00,1.58,34.97,3.14,AUTO,synthetic_scada
SR002,2026-01-01 01:30:00,1.5,28.3,2.93,AUTO,synthetic_scada
SR002,2026-01-01 01:45:00,1.41,32.93,2.48,AUTO,synthetic_scada
SR002,2026-01-01 02:00:00,1.14,39.47,1.89,AUTO,synthetic_scada
SR002,2026-01-01 02:15:00,1.35,30.29,3.35,AUTO,synthetic_scada
SR002,2026-01-01 02:30:00,1.51,36.62,2.33,AUTO,synthetic_scada
SR002,2026-01-01 02:45:00,1.87,34.75,2.64,AUTO,synthetic_scada
SR002,2026-01-01 03:00:00,2.34,40.12,2.78,ON,synthetic_scada
SR002,2026-01-01 03:15:00,2.23,25.77,2.72,ON,synthetic_scada
SR002,2026-01-01 03:30:00,2.51,32.21,3.16,ON,synthetic_scada
SR002,2026-01-01 03:45:00,1.72,33.26,2.46,AUTO,synthetic_scada
SR002,2026-01-01 04:00:00,1.17,38.04,2.47,AUTO,synthetic_scada
SR002,2026-01-01 04:15:00,1.54,44.29,2.87,AUTO,synthetic_scada
SR002,2026-01-01 04:30:00,1.48,42.18,2.22,AUTO,synthetic_scada
SR002,2026-01-01 04:45:00,1.35,34.73,2.74,AUTO,synthetic_scada
SR002,2026-01-01 05:00:00,1.29,30.82,2.59,AUTO,synthetic_scada
SR002,2026-01-01 05:15:00,1.54,36.02,2.49,AUTO,synthetic_scada
SR002,2026-01-01 05:30:00,1.46,31.69,2.39,AUTO,synthetic_scada
SR002,2026-01-01 05:45:00,1.22,36.45,2.09,AUTO,synthetic_scada
SR002,2026-01-01 06:00:00,1.64,25.78,2.77,AUTO,synthetic_scada
SR002,2026-01-01 06:15:00,1.25,37.71,2.25,AUTO,synthetic_scada
SR002,2026-01-01 06:30:00,1.46,26.94,3.16,AUTO,synthetic_scada
SR002,2026-01-01 06:45:00,1.43,33.98,2.67,AUTO,synthetic_scada
SR002,2026-01-01 07:00:00,1.34,24.71,2.51,AUTO,synthetic_scada
SR002,2026-01-01 07:15:00,1.49,33.33,2.61,AUTO,synthetic_scada
SR002,2026-01-01 07:30:00,1.5,24.92,2.5,AUTO,synthetic_scada
SR002,2026-01-01 07:45:00,1.46,29.46,2.65,AUTO,synthetic_scada
SR002,2026-01-01 08:00:00,1.55,39.25,3.04,AUTO,synthetic_scada
SR002,2026-01-01 08:15:00,1.61,29.77,2.38,AUTO,synthetic_scada
SR002,2026-01-01 08:30:00,1.48,18.77,2.7,AUTO,synthetic_scada
SR002,2026-01-01 08:45:00,1.29,19.39,1.69,AUTO,synthetic_scada
SR002,2026-01-01 09:00:00,1.56,43.52,2.46,AUTO,synthetic_scada
SR002,2026-01-01 09:15:00,1.6,30.54,2.52,AUTO,synthetic_scada
SR002,2026-01-01 09:30:00,1.31,26.68,2.97,AUTO,synthetic_scada
SR002,2026-01-01 09:45:00,1.45,42.78,2.95,AUTO,synthetic_scada
SR002,2026-01-01 10:00:00,1.37,36.57,2.35,AUTO,synthetic_scada
SR002,2026-01-01 10:15:00,1.48,26.45,2.42,AUTO,synthetic_scada
SR002,2026-01-01 10:30:00,1.46,29.55,2.26,AUTO,synthetic_scada
SR002,2026-01-01 10:45:00,1.45,30.73,2.31,AUTO,synthetic_scada
SR002,2026-01-01 11:00:00,1.57,39.97,2.91,AUTO,synthetic_scada
SR002,2026-01-01 11:15:00,1.3,34.8,2.16,AUTO,synthetic_scada
SR002,2026-01-01 11:30:00,1.29,37.83,2.84,AUTO,synthetic_scada
SR002,2026-01-01 11:45:00,1.57,38.52,2.7,AUTO,synthetic_scada
SR002,2026-01-01 12:00:00,1.38,38.96,2.51,AUTO,synthetic_scada
SR002,2026-01-01 12:15:00,1.46,34.0,2.58,AUTO,synthetic_scada
SR002,2026-01-01 12:30:00,1.33,41.46,2.82,AUTO,synthetic_scada
SR002,2026-01-01 12:45:00,1.32,39.15,2.68,AUTO,synthetic_scada
SR002,2026-01-01 13:00:00,1.22,28.75,2.94,AUTO,synthetic_scada
SR002,2026-01-01 13:15:00,1.21,37.16,2.62,AUTO,synthetic_scada
SR002,2026-01-01 13:30:00,1.2,28.64,2.86,AUTO,synthetic_scada
SR002,2026-01-01 13:45:00,1.09,36.55,2.81,AUTO,synthetic_scada
SR002,2026-01-01 14:00:00,1.42,37.7,2.6,AUTO,synthetic_scada
SR002,2026-01-01 14:15:00,1.38,33.39,2.58,AUTO,synthetic_scada
SR002,2026-01-01 14:30:00,1.29,25.76,2.68,AUTO,synthetic_scada
SR002,2026-01-01 14:45:00,1.41,18.92,2.83,AUTO,synthetic_scada
SR002,2026-01-01 15:00:00,1.26,37.21,2.9,AUTO,synthetic_scada
SR002,2026-01-01 15:15:00,1.61,24.53,3.01,AUTO,synthetic_scada
SR002,2026-01-01 15:30:00,1.27,33.9,2.66,AUTO,synthetic_scada
SR002,2026-01-01 15:45:00,1.76,32.75,2.66,AUTO,synthetic_scada
SR002,2026-01-01 16:00:00,1.18,38.71,2.32,AUTO,synthetic_scada
SR002,2026-01-01 16:15:00,1.33,24.08,2.77,AUTO,synthetic_scada
SR002,2026-01-01 16:30:00,1.58,24.67,2.33,AUTO,synthetic_scada
SR002,2026-01-01 16:45:00,1.42,37.04,2.71,AUTO,synthetic_scada
SR002,2026-01-01 17:00:00,1.39,33.44,2.42,AUTO,synthetic_scada
SR002,2026-01-01 17:15:00,1.65,22.14,2.59,AUTO,synthetic_scada
SR002,2026-01-01 17:30:00,1.61,40.15,1.79,AUTO,synthetic_scada
SR002,2026-01-01 17:45:00,1.45,27.92,2.46,AUTO,synthetic_scada
SR002,2026-01-01 18:00:00,1.55,29.25,2.69,AUTO,synthetic_scada
SR002,2026-01-01 18:15:00,1.42,34.54,2.49,AUTO,synthetic_scada
SR002,2026-01-01 18:30:00,1.23,36.67,2.78,AUTO,synthetic_scada
SR002,2026-01-01 18:45:00,1.62,27.46,2.75,AUTO,synthetic_scada
SR002,2026-01-01 19:00:00,1.55,18.78,2.23,AUTO,synthetic_scada
SR002,2026-01-01 19:15:00,1.28,29.96,2.46,AUTO,synthetic_scada
SR002,2026-01-01 19:30:00,1.36,32.12,2.85,AUTO,synthetic_scada
SR002,2026-01-01 19:45:00,1.41,26.01,2.65,AUTO,synthetic_scada
SR002,2026-01-01 20:00:00,1.47,26.67,3.15,AUTO,synthetic_scada
SR002,2026-01-01 20:15:00,1.29,33.92,2.74,AUTO,synthetic_scada
SR002,2026-01-01 20:30:00,1.59,34.31,2.51,AUTO,synthetic_scada
SR002,2026-01-01 20:45:00,1.42,26.78,2.26,AUTO,synthetic_scada
SR002,2026-01-01 21:00:00,1.6,24.58,3.05,AUTO,synthetic_scada
SR002,2026-01-01 21:15:00,1.17,28.12,2.14,AUTO,synthetic_scada
SR002,2026-01-01 21:30:00,1.31,42.29,2.73,AUTO,synthetic_scada
SR002,2026-01-01 21:45:00,1.24,36.92,2.22,AUTO,synthetic_scada
SR002,2026-01-01 22:00:00,1.34,32.62,2.27,AUTO,synthetic_scada
SR002,2026-01-01 22:15:00,1.58,21.65,2.49,AUTO,synthetic_scada
SR002,2026-01-01 22:30:00,1.22,31.09,2.54,AUTO,synthetic_scada
SR002,2026-01-01 22:45:00,1.64,40.9,2.53,AUTO,synthetic_scada
SR002,2026-01-01 23:00:00,1.27,38.63,2.77,AUTO,synthetic_scada
SR002,2026-01-01 23:15:00,1.07,34.24,2.46,AUTO,synthetic_scada
SR002,2026-01-01 23:30:00,1.17,37.9,2.66,AUTO,synthetic_scada
SR002,2026-01-01 23:45:00,1.37,26.85,2.86,AUTO,synthetic_scada
